id,hostname,eventData.name,eventData.description,eventData.sourceId,eventData.url,eventData.startDate,eventData.cancelled,eventData.location.sourceId,eventData.location.url,eventData.location.name,eventData.location.location.name,eventData.location.location.address.country.longName,eventData.location.location.address.city,eventData.location.location.address.postalCode,eventData.location.location.address.street,eventData.location.location.address.streetHouseNumber,eventData.location.location.coordinate.lat,eventData.location.location.coordinate.lon,eventData.location.category,eventData.location.phone,eventData.location.website,eventData.location.eventPlaceId,eventData.webpageEvent,eventData.artists,eventData.sourceDate,dayofweek,year,month,season,district,supercategory,subcategory,starting_hour,time_of_day
prinz.de/stuttgart/events/220660-heinz-groening-weltrettung-xxl-ich-leg-noch-h-3,prinz.de,Heinz Gröning: Weltrettung XXL - Ich leg noch Heinz drauf,"Im Ersten Durchgang serviert der ungekrönte König der deutschen Sprachakrobatik einen heinzigartigen Weltrekord der Worte. Er geht auf den Gedanken-Strich, streng nach dem Motto: ""Wo ein Wille ist, ist auch ein Ziel im Weg.""",220660,http://prinz.de/stuttgart/events/220660-heinz-groening-weltrettung-xxl-ich-leg-noch-h-3,2012-10-10 08:00:00+00:00,False,12063,http://prinz.de/stuttgart/locations/12063-renitenztheater/,Renitenztheater,Renitenztheater,Germany,Stuttgart,70174,Büchsenstr. 26,Büchsenstr. 26,48.77807,9.17328,kultur/buehne,,,cda3ff0531c1cc7b0f298d07ca9ea5f763e6d8ab4edd44a4ee44a177aba9fefc,,,,2,2012,10,autumn,Relenberg,kultur,buehne,08:00:00,Morning
prinz.de/stuttgart/events/219513-vfb-stuttgart-fc-st-pauli,prinz.de,VfB Stuttgart - FC St. Pauli,Unsere roten Helden spielen in der zweiten Runde des DfB-Pokals gegen die Piraten aus Hamburg.,219513,http://prinz.de/stuttgart/events/219513-vfb-stuttgart-fc-st-pauli,2012-10-31 07:00:00+00:00,False,12147,http://prinz.de/stuttgart/locations/12147-mercedes-benz-arena/,Mercedes Benz Arena,Mercedes Benz Arena,Germany,Stuttgart,70372,Mercedesstr. 87,Mercedesstr. 87,48.790694,9.231577,sport,,,f38215ff472402fac019981c6e9a5590c129f2b9388f764e3fd4973f041fb434,,,,2,2012,10,autumn,Bad Cannstatt,sport,,07:00:00,Morning
prinz.de/stuttgart/events/219936-sonic-boom-six-3,prinz.de,Sonic Boom Six,"Einer der fesselndsten Soundclashs seit Jahren. Mit ihrer Mischung aus Pop, Grime, Ska, Punk und Metal schaffen Sonic Boom Six von der Insel etwas völlig neues. Irgendwo zwischen Rap und Wahnsinn. Intensiv!",219936,http://prinz.de/stuttgart/events/219936-sonic-boom-six-3,2012-11-28 08:00:00+00:00,False,14143,http://prinz.de/stuttgart/locations/14143-goldmarks/,Goldmark&#39;s,Goldmark&#39;s,Germany,Stuttgart,70173,Charlottenplatz 1,Charlottenplatz 1,48.7755141,9.1829928,konzert/pop,,,2e5491a6819d0725328cb53678f38ff057d7d3e79035995af33537765f2e1047,,,,2,2012,11,autumn,Europaviertel,konzert,pop,08:00:00,Morning
prinz.de/stuttgart/events/423703-the-bones-22,prinz.de,The Bones,"Liebe Bettys, Rocker & Shocker, Century Media Records und die schwedischen Punk n’ Roller THE BONES sind hocherfreut, euch „Berlin Burnout“ die erste, offizielle DVD der Band präsentieren zu können!

Diese Veröffentlichung enthält eine großartige und speziell für diese DVD angesetzte Show im berühmtberüchtigten Berliner Kult-Club SO36 und fängt die Live-Intensität von THE BONES perfekt ein. Mit „Berlin Burnout“ danken die Schweden darüber hinaus all ihren Fans, die bei diesem Auftritt für eine
unvergleichliche Gänsehautatmosphäre sorgten!
„Berlin Burnout“ bietet darüber hinaus jede Menge witzige und schockierende Blicke hinter die Kulissen
sowie On-The-Road Aufnahmen und natürlich alle Videoclips. Für die ganz besonders treuen THE BONES Anhänger erscheint „Berlin Burnout“ auch als Special Limited Edition (Digipak DVD + Audio CD) in
extraschicker Aufmachung. Zudem headlinen THE BONES ab Anfang Mai die Bad Boys For Life Tour, um euch weitere unvergessliche Shows zu bescheren, also nicht verpassen!",423703,http://prinz.de/stuttgart/events/423703-the-bones-22,2014-06-25 08:00:00+00:00,False,10412,http://prinz.de/stuttgart/locations/10412-keller-klub/,Keller Klub,Keller Klub,Germany,Stuttgart,70173,Rotebühlplatz 4,Rotebühlplatz 4,48.774613,9.172541,konzert/rock,,,4c29ee23e9e1f6964548a8e0ed4351b780e24eae0bce61aebde93e94b18392a1,,,,2,2014,6,summer,Europaviertel,konzert,rock,08:00:00,Morning
prinz.de/stuttgart/events/229687-stereo-loves-hiphop-22,prinz.de,Stereo loves HipHop,DJ Emilio legt heute HipHop und R'n'B zum Abtanzen auf.,229687,http://prinz.de/stuttgart/events/229687-stereo-loves-hiphop-22,2012-08-22 11:00:00+00:00,False,12014,http://prinz.de/stuttgart/locations/12014-stereo-lounge/,Stereo 5.1 Lounge,Stereo 5.1 Lounge,Germany,Stuttgart,70174,Fritz-Elsas-Str. 60,Fritz-Elsas-Str. 60,48.77604201,9.17068359,party/black,,,1d34bbf08d468cb7e8bb9511bc982f5bab5fc9ba38e85288b94cdfbb403761fe,,,,2,2012,8,summer,Relenberg,party,black,11:00:00,Morning
prinz.de/stuttgart/events/467961-ue30-platin-party-22,prinz.de,Ü30 Platin Party,"Die exklusive Party für alle um und über 30! Tanzt zu Mixed und House Music, genießt coole Drinks an der Bar und flirtet, was das Zeug hält.

Dresscode: Evening Chic
Specials: Fackeln & Kerzenlicht",467961,http://prinz.de/stuttgart/events/467961-ue30-platin-party-22,2014-12-31 09:00:00+00:00,False,12777,http://prinz.de/stuttgart/locations/12777-amici-1/,Amici,Amici,Germany,Stuttgart,70173,Lautenschlager Str. 2,Lautenschlager Str. 2,48.78300405,9.17972568,party/barlounge,,,9701b3ab50b46a9c2597ed6b846fb8494c6adaf5f08d633ef26d933fad40d764,,,,2,2014,12,winter,Europaviertel,party,barlounge,09:00:00,Morning
prinz.de/stuttgart/events/217372-drecksau-party,prinz.de,Drecksau-Party,"Feieralarm mit DJ Bopser und Hits wie Country Roads, Summer of 69, I love Rock'n'Roll zum Sau rauslassen. Gefeiert und gegrölt wird zu Studentenpreisen.",217372,http://prinz.de/stuttgart/events/217372-drecksau-party,2012-11-28 06:00:00+00:00,False,15067,http://prinz.de/stuttgart/locations/15067-onetableclub/,OneTableClub,OneTableClub,Germany,Stuttgart,70174,Theador-Heuss-Straße 34,Theador-Heuss-Straße 34,48.77576,9.17178,party/popcharts,,,c3148e9a14b8399e6ffa328317ba5ce093cd7aabb5e58eaaab1559a56cc8d0a8,,,,2,2012,11,autumn,Relenberg,party,popcharts,06:00:00,Morning
prinz.de/stuttgart/events/217375-halloween-mit-dj-jalmar,prinz.de,Halloween mit DJ Jalmar,"Tanzen erwünscht: bei kühlen Cocktails, gruseliger Deko und warmen Snacks heizt DJ Jalmar mit Mixed Music ein.",217375,http://prinz.de/stuttgart/events/217375-halloween-mit-dj-jalmar,2012-10-31 10:30:00+00:00,False,15067,http://prinz.de/stuttgart/locations/15067-onetableclub/,OneTableClub,OneTableClub,Germany,Stuttgart,70174,Theador-Heuss-Straße 34,Theador-Heuss-Straße 34,48.77576,9.17178,party/electro,,,c3148e9a14b8399e6ffa328317ba5ce093cd7aabb5e58eaaab1559a56cc8d0a8,,,,2,2012,10,autumn,Relenberg,party,electro,10:30:00,Morning
prinz.de/stuttgart/events/217687-jagermeister-blaskapelle,prinz.de,Jägermeister Blaskapelle,Die Interpretation aktueller Songs und alter Klassiker von Taio Cruz bis The White Stripes mit Pauken und Trompeten garantiert offene Münder und ist Volksmusikfrei.,217687,http://prinz.de/stuttgart/events/217687-jagermeister-blaskapelle,2012-10-31 10:00:00+00:00,False,12212,http://prinz.de/stuttgart/locations/12212-perkins-park/,Perkins Park,Perkins Park,Germany,Stuttgart,70191,Stresemannstr. 39,Stresemannstr. 39,48.80476138,9.17459728,konzert,,,717a666b87b1a9f9aaa4ff2f0f621397d2fadb91d3867714b12cc9b821a865e5,,,,2,2012,10,autumn,Am Rosensteinpark,konzert,,10:00:00,Morning
prinz.de/stuttgart/events/217737-prinz-praesentiert-the-gaslight-anthem,prinz.de,PRINZ präsentiert: The Gaslight Anthem,,217737,http://prinz.de/stuttgart/events/217737-prinz-praesentiert-the-gaslight-anthem,2012-10-31 08:00:00+00:00,False,13114,http://prinz.de/stuttgart/locations/13114-liederhalle/,Liederhalle,Liederhalle,Germany,Stuttgart,70174,Berliner Platz 1-3,Berliner Platz 1-3,48.778506,9.167302,konzert/pop,,,ca8ca8d239060e8001866c51641e0d380357722709da66a3ce2045f07cd7374b,,,,2,2012,10,autumn,Relenberg,konzert,pop,08:00:00,Morning
prinz.de/stuttgart/events/222862-dia-de-los-muertes,prinz.de,Dia de los Muertes,"Super Alternative zu 08/15-Halloween-Partys: Hier wird nach mexikanischer Tradition mit farbenfroher Skelette-Deko, lateinamerikanischer Gitarrenmusik und Latin Jazz gefeiert. Die Musik kommt nicht nur vom DJ, sondern auch von Bands wie Habana 4 und Los Skeleteros. Da klappern die Knochen!",222862,http://prinz.de/stuttgart/events/222862-dia-de-los-muertes,2012-10-31 08:30:00+00:00,False,12805,http://prinz.de/stuttgart/locations/12805-universum/,Universum,Universum,Germany,Stuttgart,70173,Charlottenplatz 1,Charlottenplatz 1,48.77593151,9.1824392,party/indie,,,da91e135ab9e14a581f4e715e89323038b3119b8ec46dba3691bff8757d127ed,,,,2,2012,10,autumn,Europaviertel,party,indie,08:30:00,Morning
prinz.de/stuttgart/events/223918-georg-buechner,prinz.de,Georg Büchner,"Jürgen Wertheimer spricht in der Reihe ""Vorbilder und Außenseiter"" über des Autors Radikalität und seiner Präzision.",223918,http://prinz.de/stuttgart/events/223918-georg-buechner,2012-10-17 07:30:00+00:00,False,14871,http://prinz.de/stuttgart/locations/14871-stadtbibliothek-am-mailaender-platz/,Stadtbibliothek am Mailänder Platz,Stadtbibliothek am Mailänder Platz,Germany,Stuttgart,70173,Mailänder Platz 1,Mailänder Platz 1,48.7827027,9.182863,kultur/lesung,,,c8cabe8be210603c25b9be78890dce07e8ca56bd264ec1ca3ef9916678cd39eb,,,,2,2012,10,autumn,Europaviertel,kultur,lesung,07:30:00,Morning
prinz.de/stuttgart/events/223964-tom-gerhardt-3,prinz.de,Tom Gerhardt,"""Nackt & In Farbe"" heißt das Programm des ehemaligen Hausmeister Krause. Von seinem Witz und Charme hat er nichts eingebüßt. Ein Programm voll von absolut intimen feelings.",223964,http://prinz.de/stuttgart/events/223964-tom-gerhardt-3,2012-11-28 08:15:00+00:00,False,10408,http://prinz.de/stuttgart/locations/10408-theaterhaus/,Theaterhaus,Theaterhaus,Germany,Stuttgart,70469,Siemensstr. 11,Siemensstr. 11,48.810748,9.179675,kultur/buehne,,,69cafd8e560c0ceae2f468caf07da294dc6acc1b981d8f0b07afc054b09a1894,,,,2,2012,11,autumn,Feuerbach-Ost,kultur,buehne,08:15:00,Morning
prinz.de/stuttgart/events/222054-kirsty-mc-gee,prinz.de,Kirsty Mc Gee,"Blusige Singer/Songwriter Musik aus Manchester, Großbritannien.",222054,http://prinz.de/stuttgart/events/222054-kirsty-mc-gee,2012-09-12 08:00:00+00:00,False,13980,http://prinz.de/stuttgart/locations/13980-galao/,Galào,Galào,Germany,Stuttgart,70178,Tübinger Str. 90,Tübinger Str. 90,48.7652146,9.1684728,konzert/pop,,,85813b665ffda7107ceba3c2ac6d96e675362163a282fd96bd32e4c92732e94a,,,,2,2012,9,autumn,Karlshöhe,konzert,pop,08:00:00,Morning
prinz.de/stuttgart/events/222286-neue-farben-neue-moebel-wunderbar,prinz.de,"Neue Farben, neue Möbel! Wunderbar!","Nach umfassender Renovierung gibt's heute ein Eröffnungsfest mit Märchenbazar, Filmvorführung und Überraschungen.",222286,http://prinz.de/stuttgart/events/222286-neue-farben-neue-moebel-wunderbar,2012-10-24 11:00:00+00:00,False,11153,http://prinz.de/stuttgart/locations/11153-stadtteilbuecherei-ost/,Stadtteilbücherei Ost,Stadtteilbücherei Ost,Germany,Stuttgart,70188,Schönbühlstr. 88,Schönbühlstr. 88,48.784,9.20979,kultur/lesung,,,3d3c17c1ccc656ae5d049aded621339623a91643513aa5d974a0477b6b6af1ba,,,,2,2012,10,autumn,Uhlandshöhe,kultur,lesung,11:00:00,Morning
prinz.de/stuttgart/events/222547-sebastian-s-macht-sich-ein-bild,prinz.de,Sebastian S. macht sich ein Bild,"Sebastian Schwab erzählt über die kleinen und großen Dinge im Leben, die meist anders laufen als man es sich vorgestellt hat, und den ernstgemeinten Versuch, authentisch zu sein.",222547,http://prinz.de/stuttgart/events/222547-sebastian-s-macht-sich-ein-bild,2012-10-31 08:30:00+00:00,False,10408,http://prinz.de/stuttgart/locations/10408-theaterhaus/,Theaterhaus,Theaterhaus,Germany,Stuttgart,70469,Siemensstr. 11,Siemensstr. 11,48.810748,9.179675,kultur/buehne,,,69cafd8e560c0ceae2f468caf07da294dc6acc1b981d8f0b07afc054b09a1894,,,,2,2012,10,autumn,Feuerbach-Ost,kultur,buehne,08:30:00,Morning
prinz.de/stuttgart/events/222600-stuttgarter-chansongfest-4,prinz.de,Stuttgarter CHANSONGFEST,"Maike Rosa Vogel singt über Mädchen, Alkohol, Ehebruch, Ballett, Kornfelder, schnelle Autos, Armut und miese Jobs.",222600,http://prinz.de/stuttgart/events/222600-stuttgarter-chansongfest-4,2012-10-24 08:00:00+00:00,False,10960,http://prinz.de/stuttgart/locations/10960-merlin/,Merlin,Merlin,Germany,Stuttgart,70178,Augustenstr. 72,Augustenstr. 72,48.77013113,9.16133731,konzert/jazzchanson,,,af5f9389a46da13b3a685d29b854f215b8844e153512005e4578bc7d3d47c0f6,,,,2,2012,10,autumn,Karlshöhe,konzert,jazzchanson,08:00:00,Morning
prinz.de/stuttgart/events/225388-proc-dur-timm-beckmann-tobias-janssen-wir,prinz.de,['pro:c-dur] - Timm Beckmann & Tobias Janssen: Wir geben Alles - gelacht wird nicht,"Eins steht fest: hier trifft Klassik auf Hardcore, um sich perfekt zu ergänzen. Doch dabei bleibt es nicht. Von Chopins Revolutionsetüde über Metallica, TKKG bis hin zu Sheryl Crow; ob Klassik, Rock, Funk, Jazz oder Pop - gespielt wird plötzlich, was den beiden und wie es ihnen unter die die Finger kommt.",225388,http://prinz.de/stuttgart/events/225388-proc-dur-timm-beckmann-tobias-janssen-wir,2012-09-19 08:00:00+00:00,False,12063,http://prinz.de/stuttgart/locations/12063-renitenztheater/,Renitenztheater,Renitenztheater,Germany,Stuttgart,70174,Büchsenstr. 26,Büchsenstr. 26,48.77807,9.17328,kultur/buehne,,,cda3ff0531c1cc7b0f298d07ca9ea5f763e6d8ab4edd44a4ee44a177aba9fefc,,,,2,2012,9,autumn,Relenberg,kultur,buehne,08:00:00,Morning
