id,hostname,eventData.name,eventData.description,eventData.sourceId,eventData.url,eventData.startDate,eventData.cancelled,eventData.location.sourceId,eventData.location.url,eventData.location.name,eventData.location.location.name,eventData.location.location.address.country.longName,eventData.location.location.address.city,eventData.location.location.address.postalCode,eventData.location.location.address.street,eventData.location.location.address.streetHouseNumber,eventData.location.location.coordinate.lat,eventData.location.location.coordinate.lon,eventData.location.category,eventData.location.phone,eventData.location.website,eventData.location.eventPlaceId,eventData.webpageEvent,eventData.artists,eventData.sourceDate,dayofweek,year,month,season,district,supercategory,subcategory,starting_hour,time_of_day
www.last.fm/event/4068471+Moulettes+at+Keller+Klub+on+11+March+2015,www.last.fm,Moulettes,,4068471,http://www.last.fm/event/4068471+Moulettes+at+Keller+Klub+on+11+March+2015,2015-03-11 21:00:00,False,8817135,http://www.last.fm/venue/8817135+Keller+Klub,Keller Klub,Keller Klub,Germany,Stuttgart,70173,Rotebühlplatz 4,Rotebühlplatz 4,48.774321,9.173841,,+49 (0)711 7223783,http://www.kellerklub.com/,4c29ee23e9e1f6964548a8e0ed4351b780e24eae0bce61aebde93e94b18392a1,,"['Moulettes', 'Roman Wreden']",2015-07-15 09:42:52.081343300,2,2015,3,spring,Europaviertel,anderes,anderes,21:00:00,Evening
www.last.fm/event/3685469+Hussy+Hicks+at+Caf%C3%A9+Galao+on+11+September+2013,www.last.fm,Hussy Hicks,,3685469,http://www.last.fm/event/3685469+Hussy+Hicks+at+Caf%C3%A9+Galao+on+11+September+2013,2013-09-11 20:00:00,False,9067304,http://www.last.fm/venue/9067304+Caf%C3%A9+Galao,Café Galao,Café Galao,Germany,Stuttgart,70178,Tübinger Straße 90,Tübinger Straße 90,48.765214,9.168722,,0711/41000140,http://www.galao-stuttgart.de/,ea9ac95cfabc1d6eb87ecf236f027bc5eff5f09f0cdf1a3a41b8f76eecdec76e,http://www.galao-stuttgart.de/,['Hussy Hicks'],2015-07-15 11:26:19.690761200,2,2013,9,autumn,Karlshöhe,anderes,anderes,20:00:00,Evening
www.last.fm/event/1609332+Gisbert+zu+Knyphausen+at+Wagenhallen+on+10+November+2010,www.last.fm,Gisbert zu Knyphausen,"<div class=""bbcode""><strong>TICKETS:</strong> Karten bestellen oder zuhause ausdrucken mit <a href=""http://www.adticket.de/index.php/component/event/soloevent/3471"" rel=""nofollow"">AD ticket</a>.</div>",1609332,http://www.last.fm/event/1609332+Gisbert+zu+Knyphausen+at+Wagenhallen+on+10+November+2010,2010-11-10 20:00:00,False,8893002,http://www.last.fm/venue/8893002+Wagenhallen,Wagenhallen,Wagenhallen,Germany,Stuttgart,70191,Innerer Nordbahnhof 1,Innerer Nordbahnhof 1,48.800405,9.186083,,+49-(0)711-2537012,http://www.wagenhallen.de,65471a0456ae6120c192809883714dc3cafd7233bfd5efebd8045b8947dc1121,http://www.adticket.de/index.php/component/event/soloevent/3471,"['Gisbert zu Knyphausen', 'Daantje & The Golden Handwerk']",2015-07-15 09:36:15.132780600,2,2010,11,autumn,Am Rosensteinpark,anderes,anderes,20:00:00,Evening
www.last.fm/event/1003446+The+Serpentines+at+Kap+Tormentoso+on+22+April+2009,www.last.fm,The Serpentines,,1003446,http://www.last.fm/event/1003446+The+Serpentines+at+Kap+Tormentoso+on+22+April+2009,2009-04-22 22:07:01,False,8868236,http://www.last.fm/venue/8868236+Kap+Tormentoso,Kap Tormentoso,Kap Tormentoso,Germany,Stuttgart,70173,Hirschstrasse 27,Hirschstrasse 27,48.774486,9.176549,,,http://www.kap-tormentoso.de,4eb5d7bfeee531413aa4be4864dea5c3296ae09f416ad9286b5c7f4d71c10b2f,,"['The Serpentines', 'Spoiled Nikita']",2015-07-15 16:22:34.859150600,2,2009,4,spring,Europaviertel,anderes,anderes,22:07:01,Evening
www.last.fm/event/1886229+Mono+at+Jugendhaus+West+on+1+June+2011,www.last.fm,Mono,"<div class=""bbcode"">Day By Day Rec. und Jugendhaus West präsentieren:<br /><br /><a href=""http://www.last.fm/music/Mono"" class=""bbcode_artist"">Mono</a> (JPN)<br /><a href=""http://www.last.fm/music/Microphonics"" class=""bbcode_artist"">Microphonics</a> (B)<br /><br /><a href=""http://www.mono-jpn.com/"" rel=""nofollow"">http://www.mono-jpn.com/</a><br /><br />01.06.2010<br /><br />JUHA WEST<br />Bebelstr.26<br />70193 Stuttgart<br /><br />Mehr Infos folgen.<br /><a href=""http://www.daybydayrec.com"" rel=""nofollow"">www.daybydayrec.com</a><br /><br /><a href=""http://www.facebook.com/event.php?eid=134842989920966"" rel=""nofollow"">http://www.facebook.com/event.php?eid=134842989920966</a><br /><br />VVK 11€ zzgl. Gebühren unter: <a href=""http://www.daybydayrec.com/tickets"" rel=""nofollow"">www.daybydayrec.com/tickets</a> <br /><br />oder ab dem 18.04. auch bei Ratzer Records und Flaming Star in Stuttgart.<br /><br />Abendkasse: 14€</div>",1886229,http://www.last.fm/event/1886229+Mono+at+Jugendhaus+West+on+1+June+2011,2011-06-01 20:30:00,False,8812917,http://www.last.fm/venue/8812917+Jugendhaus+West,Jugendhaus West,Jugendhaus West,Germany,Stuttgart,70193,Bebelstraße 26,Bebelstraße 26,48.775085,9.154581,,+49-(0)711-630821,http://www.jugendhaus.net/west/start/,ebe3c81ce133ece826ab4fab41a4d69010c88271df5ac1749da3459f1a48bf0f,,"['Mono', 'Microphonics']",2015-07-15 12:00:55.817813400,2,2011,6,summer,Kräherwald,anderes,anderes,20:30:00,Evening
www.last.fm/event/3125024+Scream+at+Schocken+on+1+February+2012,www.last.fm,Scream,,3125024,http://www.last.fm/event/3125024+Scream+at+Schocken+on+1+February+2012,2012-02-01 21:00:00,False,8778879,http://www.last.fm/venue/8778879+Schocken,Schocken,Schocken,Germany,Stuttgart,70173,Hirschstraße 36,Hirschstraße 36,48.77363,9.17547,,,http://www.club-schocken.de,9383c361da7d0da636bec25ffea9a47c3314f929bd5d6e8cd12287e3fd93beb9,,['Scream'],2015-07-15 10:18:25.271392600,2,2012,2,winter,Europaviertel,anderes,anderes,21:00:00,Evening
www.last.fm/event/3676830+Nix+ohne+Grund+-+Part+1+,www.last.fm,Nix ohne Grund - Part 1 ,"<div class=""bbcode"">Kulturnews präsentiert:<br />Wer POHLMANN einmal live erlebt hat, weiß was passiert, wenn er die ersten Akkorde auf seiner Gitarre anschlägt, die ersten Zeilen singt und er mit seiner Band im Handumdrehen die ungeteilte Aufmerksamkeit des Publikums erreicht. <br />Jetzt mit neuem Album &quot;Nix Ohne Grund&quot; (Four Music/Sony) auf großer Tournee im Herbst 2013.<br /><br /><a href=""http://gastspielreisen.tickets.de/de/events/3719-Pohlmann"" rel=""nofollow"">http://gastspielreisen.tickets.de/de/events/3719-Pohlmann</a></div>",3676830,http://www.last.fm/event/3676830+Nix+ohne+Grund+-+Part+1+,2013-10-09 19:00:00,False,8893002,http://www.last.fm/venue/8893002+Wagenhallen,Wagenhallen,Wagenhallen,Germany,Stuttgart,70191,Innerer Nordbahnhof 1,Innerer Nordbahnhof 1,48.800405,9.186083,,+49-(0)711-2537012,http://www.wagenhallen.de,65471a0456ae6120c192809883714dc3cafd7233bfd5efebd8045b8947dc1121,,"['Pohlmann.', 'Cäthe']",2015-07-15 09:36:10.790677600,2,2013,10,autumn,Am Rosensteinpark,anderes,anderes,19:00:00,Evening
www.last.fm/event/1118595+Kisp%C3%A1l+%C3%A9s+a+Borz+at+Marktplatz+on+1+July+2009,www.last.fm,Kispál és a Borz,"<div class=""bbcode"">Die Band Kispál és a Borz ist einer der bekanntesten Repräsentanten des ungarischen alternativen Rocks, der sich seit der Gründung der Band aus Pécs seit 1987 stetig weiterentwickelt hat. Die Band veränderte mit ihren ersten fünf Alben, die sie damals noch als Trio aufnahm, die Landkarte der ungarischen Popmusik der neunziger Jahre. Ihre Musik und ihre Texte konnten zwar mit bekannten britischen Bands dieser Zeit verglichen werden, aber doch hatten sie ihre eigene Identität, die im aktuellen Trend keine ungarische Entsprechung hatte und auch über keine Vorbilder in Ungarn verfügte.<br /><br />Die Band schlug, sowohl in ihren Texten als auch den musikalischen Motiven, ganz eigene Töne an und machte damit Schule. Seit der Gründung vor 21 Jahren dokumentieren neben zahlreichen ausverkauften Konzerten und zahlreichen Alben, Filmmusiken und Soloalben von András Lovasi den Erfolg der Gruppe. Die Band gilt heute bereits als Orientierungspunkt für neue ungarische Musikgruppen, und ihr bedeutender Einfluss ist eindeutig zu belegen. Die Band selbst hat zahlreiche Veränderungen durchgemacht, die Merkmale vieler verschiedener Gattungen (Metal, Beat-Pop, Folk) sind in den Liedern zu finden.<br /><br />Aus Anlass des SommerFestivals der Kulturen wird die Band durch die Mitglieder des Streichertrios Ferenc Varga ergänzt, die – ohne folkloristisch zu werden - den Liedern einen swingenden Ethno-Kick verleihen und so die wohlbekannten Hits der Band bereichern.</div>",1118595,http://www.last.fm/event/1118595+Kisp%C3%A1l+%C3%A9s+a+Borz+at+Marktplatz+on+1+July+2009,2009-07-01 20:00:00,False,8845053,http://www.last.fm/venue/8845053+Marktplatz,Marktplatz,Marktplatz,Germany,Stuttgart,,,,48.805096,9.214597,,,,45c73fb1ef374dd212148e1b5e89f2a38eb6378c2ae52991c216044e93842699,http://www.forum-der-kulturen.de/html/veranstaltungen/sommerfestival_2009/programm_mittwoch.html,['Kispál és a Borz'],2015-07-15 16:22:20.433490500,2,2009,7,summer,Other,anderes,anderes,20:00:00,Evening
www.last.fm/event/577323+Barbara+Morgenstern+at+Travellers+Club+on+9+April+2003,www.last.fm,Barbara Morgenstern,,577323,http://www.last.fm/event/577323+Barbara+Morgenstern+at+Travellers+Club+on+9+April+2003,2003-04-09 21:00:00,False,8919168,http://www.last.fm/venue/8919168+Travellers+Club,Travellers Club,Travellers Club,Germany,Stuttgart,,,,48.770902,9.16635,,,,aff877277f0fbaaeb202955bba253d2c4bf47510d47306846d531ef2e5e78e29,,['Barbara Morgenstern'],,2,2003,4,spring,Other,anderes,anderes,21:00:00,Evening
www.last.fm/event/2003747+Sinner+at+Die+R%C3%B6hre+on+7+December+2011,www.last.fm,Sinner,,2003747,http://www.last.fm/event/2003747+Sinner+at+Die+R%C3%B6hre+on+7+December+2011,2011-12-07 19:31:01,False,8824404,http://www.last.fm/venue/8824404+Die+R%C3%B6hre,Die Röhre,Die Röhre,Germany,Stuttgart,70173,Willy-Brandt-Straße 2/1,Willy-Brandt-Straße 2/1,48.78186,9.187295,,+49 (0)711 2991590,http://www.roehre-konzerte.de/,bac87a8dd8e46abb485ae8fda265e87609776dc2b83c7bc6ef21a5b95faa1780,,"['Sinner', 'Voodoo Circle', 'Downspirit']",2015-07-15 11:50:31.931975400,2,2011,12,winter,Europaviertel,anderes,anderes,19:31:01,Evening
www.last.fm/event/3690222+Fenech-Soler+at+Schocken+on+4+December+2013,www.last.fm,Fenech-Soler,,3690222,http://www.last.fm/event/3690222+Fenech-Soler+at+Schocken+on+4+December+2013,2013-12-04 21:00:00,False,8778879,http://www.last.fm/venue/8778879+Schocken,Schocken,Schocken,Germany,Stuttgart,70173,Hirschstraße 36,Hirschstraße 36,48.77363,9.17547,,,http://www.club-schocken.de,9383c361da7d0da636bec25ffea9a47c3314f929bd5d6e8cd12287e3fd93beb9,http://www.ticketmaster.de/event/fenech-soler-Tickets/73833,"['Fenech-Soler', 'Griefjoy']",2015-07-15 10:18:22.653767300,2,2013,12,winter,Europaviertel,anderes,anderes,21:00:00,Evening
www.last.fm/event/3687419+Ann+Vriend+at+87+on+30+October+2013,www.last.fm,Ann Vriend,"<div class=""bbcode"">König-Karl-Str. 87, Stuttgart, DE</div>",3687419,http://www.last.fm/event/3687419+Ann+Vriend+at+87+on+30+October+2013,2013-10-30 14:07:01,False,10325621,http://www.last.fm/venue/10325621+87,87,87,Germany,Stuttgart,,,,,,,,,c5a1c6de6ed090740d1c66e79dea3ec64ec560efbdf39738e4245d2699f7004b,http://www.87-stuttgart.de/#!ann-vriend/cmnw,['Ann Vriend'],,2,2013,10,autumn,Other,anderes,anderes,14:07:01,Afternoon
www.last.fm/event/3340597+Klinke+23:+Musikhochschulabend,www.last.fm,Klinke 23: Musikhochschulabend,"<div class=""bbcode"">Klinke-Novum!<br /><br /> <br /><br />Ein Abend mit Bands von Studenten der Musikhochschule Stuttgart, Fachbereich Pop<br /><br /> <br /><br />Vitali Ehret und seine Band stehen für gefühlvolles Singer/Songwriting auf deutsch und auf englisch, und besticht mit einer stilübergreifenden Musikalität, die ansteckt. File under: Damien Rice, Jason Mraz oder Clueso.<br /><br />Splice sind sieben Musiker unterschiedlichster Richtungen, die ihre musikalische Kreativität zu einem unverwechselbaren Ganzen verweben. Die Band versteht sich als Soundsystem, das auf allen Kanälen den Groove rollen lässt. Und daher spielten sie zurecht den Support von Kurt Elling &amp; Dr. John bei den diesjährigen Jazz Open.<br /><br /><br />Unter Anderen Jonas haben gerade ihr Debüt gleichen Namen veröffentlicht und bringen tiefe Texte (von Jonas Bolle) mit jazzigen Piano-Patterns und krachenden Indie-Gitarren zusammen: Poetry-Pop nennen die Fünf diese einzigartige Mischung.<br /><br /> <br /><br /><br />facebook.com/vitali.ehret<br /><br />unteranderenjonas.de<br /><br />facebook.com/splicefunk</div>",3340597,http://www.last.fm/event/3340597+Klinke+23:+Musikhochschulabend,2012-08-29 21:00:00,False,8793360,http://www.last.fm/venue/8793360+Merlin,Merlin,Merlin,Germany,Stuttgart,70178,Augustenstraße 72,Augustenstraße 72,48.770077,9.161689,,+49-(0)711-618549,http://www.merlin-kultur.de,955b29063b5ef5efc6485c319202c8b1129e0163a293ce513739b643583d9a25,http://www.merlinstuttgart.de/hochschulabend2012.html,"['Vitali Ehret & Band', 'Splice', 'Unter Anderen Jonas']",2015-07-15 11:26:50.683346800,2,2012,8,summer,Karlshöhe,anderes,anderes,21:00:00,Evening
